cluster,x.unit,tag_model,tag_serial_number,tag_sensor_type,tag_life,tagger,common_name,total_length_m,life_stage,sex,release_location,project,total_detections,days_at_liberty,days_monitored,days_detected,residency_max,residency_min,residency_ratio,residency_category,consecutive_days,highest_detection_month,artificial_reefs,n_reefs
2,elasmobranch,V16TP-1x,1515976,Press&Temp,1825,BS,Dusky,0.97,Immature,F,Fire Island,Sunrise,36,372,462,5,0.01344086,0.010822511,0.805194805,Intermittent Resident,2,8,"Fire Island,Moriches,Shinnecock",3
1,elasmobranch,V16TP-1x,1515977,Press&Temp,3650,BS,Smooth Dogfish,0.9,Mature,M,East Hampton,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
2,elasmobranch,V16TP-1x,1515978,Press&Temp,1825,BP,Dusky,0.83,Immature,F,Jones Beach,Sunrise,450,424,476,24,0.056603774,0.050420168,0.890756303,Intermittent Resident,5,9,"Fire Island,Moriches,Shinnecock,McAllister,Atlantic Beach,Rockaway",6
2,elasmobranch,V16TP-1x,1515979,Press&Temp,3650,BS,Smooth Dogfish,1,Immature,F,East Hampton,Sunrise,86,1,138,1,1,0.007246377,0.007246377,Transient,1,6,Fire Island,1
2,elasmobranch,V16TP-1x,1515980,Press&Temp,1825,BP,Dusky,0.91,Immature,M,Jones Beach,Sunrise,474,71,476,15,0.211267606,0.031512605,0.149159664,Transient,2,7,"Hempstead,Fire Island,Moriches,Shinnecock,Rockaway",5
2,elasmobranch,V16TP-1x,1515981,Press&Temp,1825,LI,Sand Tiger,1.85,Mature,M,Jones Beach,Sunrise,1578,395,441,5,0.012658228,0.011337868,0.89569161,Intermittent Resident,2,8,"Moriches,Fire Island",2
2,elasmobranch,V16TP-1x,1515982,Press&Temp,3650,LI,Dusky,1.11,Immature,F,Jones Beach,Sunrise,605,50,100,21,0.42,0.21,0.5,Transient,8,8,"Rockaway,McAllister,Hempstead,Atlantic Beach",4
2,elasmobranch,V16TP-1x,1515983,Press&Temp,1825,BC,Sand Tiger,1.3,Immature,M,Tobay Beach,Sunrise,187,364,438,7,0.019230769,0.015981735,0.831050228,Intermittent Resident,2,9,"Hempstead,Rockaway,Fire Island,Moriches,Atlantic Beach,McAllister",6
1,elasmobranch,V16TP-1x,1515984,Press&Temp,1825,LI,Sand Tiger,1.71,Immature,F,Tobay Beach,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
2,elasmobranch,V16TP-1x,1515985,Press&Temp,1825,LI,Sand Tiger,1.71,Immature,F,Tobay Beach,Sunrise,52,8,442,3,0.375,0.00678733,0.018099548,Transient,1,9,"Moriches,Fire Island",2
2,elasmobranch,V16TP-1x,1515986,Press&Temp,1825,LI,Sandbar,1.26,Immature,M,Tobay Beach,Sunrise,283,430,454,13,0.030232558,0.028634361,0.947136564,Intermittent Resident,2,7,"Fire Island,USS San Diego",2
2,elasmobranch,V16TP-1x,1515987,Press&Temp,3650,BS,Smooth Dogfish,0.96,Mature,M,East Hampton,Sunrise,3,1,138,1,1,0.007246377,0.007246377,Transient,1,5,Twelve Mile,1
2,elasmobranch,V16TP-1x,1515988,Press&Temp,1825,LI,Sand Tiger,1.98,Mature,F,Tobay Beach,Sunrise,49,402,454,3,0.007462687,0.00660793,0.885462555,Intermittent Resident,1,7,"Moriches,Shinnecock,Rockaway",3
1,elasmobranch,V16TP-1x,1515989,Press&Temp,3650,BS,Smooth Dogfish,0.99,Immature,F,East Hampton,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
2,elasmobranch,V16TP-1x,1515990,Press&Temp,1825,LI,Sand Tiger,1.89,Mature,F,Tobay Beach,Sunrise,453,416,454,11,0.026442308,0.024229075,0.916299559,Intermittent Resident,2,6,"Fire Island,Shinnecock,McAllister,Atlantic Beach,USS San Diego",5
2,elasmobranch,V16TP-1x,1515991,Press&Temp,3650,BS,Smooth Dogfish,1.14,Mature,F,East Hampton,Sunrise,28,1,138,1,1,0.007246377,0.007246377,Transient,1,10,Shinnecock,1
2,elasmobranch,V16TP-1x,1515992,Press&Temp,1825,BS,Sandbar,1.14,Immature,M,Fire Island,Sunrise,76,393,460,8,0.020356234,0.017391304,0.854347826,Intermittent Resident,2,8,"Fire Island,Moriches,Hempstead",3
2,elasmobranch,V16TP-1x,1515993,Press&Temp,1825,BS,Dusky,1.33,Immature,M,Fire Island,Sunrise,465,417,462,16,0.038369305,0.034632035,0.902597403,Intermittent Resident,3,8,"Fire Island,Moriches,USS San Diego,Atlantic Beach,McAllister",5
2,elasmobranch,V16TP-1x,1515994,Press&Temp,3650,BS,Sandbar,1.25,Immature,M,Jones Beach,Sunrise,49,61,100,6,0.098360656,0.06,0.61,Intermittent Resident,2,7,"Atlantic Beach,Hempstead,Moriches,Fire Island",4
2,elasmobranch,V16TP-1x,1515995,Press&Temp,1825,BS,Sandbar,1.35,Immature,F,Fire Island,Sunrise,9,330,462,3,0.009090909,0.006493506,0.714285714,Intermittent Resident,1,6,"Fire Island,Hempstead",2
2,elasmobranch,V16TP-1x,1515996,Press&Temp,1825,GM,Dusky,0.89,Immature,M,Fire Island,Sunrise,2,1,461,1,1,0.002169197,0.002169197,Transient,1,7,Moriches,1
1,elasmobranch,V16TP-1x,1515997,Press&Temp,1825,BS,Dusky,0.95,Immature,F,Fire Island,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
2,elasmobranch,V16TP-1x,1515998,Press&Temp,1825,GM,Dusky,0.76,Immature,F,Fire Island,Sunrise,320,43,461,9,0.209302326,0.019522777,0.093275488,Transient,3,8,"Shinnecock,Moriches,Fire Island",3
2,elasmobranch,V16TP-1x,1515999,Press&Temp,1825,BS,Dusky,0.99,Immature,M,Fire Island,Sunrise,266,92,462,12,0.130434783,0.025974026,0.199134199,Transient,2,7,"Fire Island,Hempstead,Atlantic Beach,McAllister,Moriches,Shinnecock",6
2,elasmobranch,V16TP-1x,1516000,Press&Temp,1825,BS,Dusky,0.99,Immature,F,Fire Island,Sunrise,232,414,461,10,0.024154589,0.021691974,0.898047722,Intermittent Resident,2,7,"Fire Island,Shinnecock,Moriches",3
2,elasmobranch,V16TP-1x,1516001,Press&Temp,1825,GM,Dusky,0.83,Immature,F,Fire Island,Sunrise,236,405,461,13,0.032098765,0.028199566,0.878524946,Intermittent Resident,2,8,"USS San Diego,Moriches,Shinnecock,Fire Island,Hempstead,McAllister,Atlantic Beach",7
1,elasmobranch,V16TP-1x,1516002,Press&Temp,1825,GM,Dusky,0.82,Immature,F,Fire Island,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
1,elasmobranch,V16TP-1x,1516003,Press&Temp,3650,BS,Smooth Dogfish,1.07,Mature,F,East Hampton,Sunrise,0,0,0,0,0,0,0,None,0,0,NA,0
2,elasmobranch,V16TP-1x,1516004,Press&Temp,1825,GM,Dusky,0.81,Immature,M,Fire Island,Sunrise,156,37,461,6,0.162162162,0.013015184,0.080260304,Transient,2,7,"Fire Island,USS San Diego,Moriches",3
2,elasmobranch,V16TP-1x,1516005,Press&Temp,3650,BC,Smooth Dogfish,0.9,Mature,M,Tobay Beach,Sunrise,9,1,149,1,1,0.006711409,0.006711409,Transient,1,5,Fire Island,1
2,elasmobranch,V16TP-1x,1516006,Press&Temp,3650,BS,Smooth Dogfish,0.92,Mature,M,East Hampton,Sunrise,8,1,138,1,1,0.007246377,0.007246377,Transient,1,6,Shinnecock,1
2,elasmobranch,V16TP-1x,1516007,Press&Temp,1825,GM,Sandbar,1.07,Immature,F,Tobay Beach,Sunrise,337,42,438,13,0.30952381,0.029680365,0.095890411,Transient,3,8,"Fire Island,USS San Diego,Moriches",3
2,elasmobranch,V16TP-1x,1516008,Press&Temp,3650,BC,Dusky,0.97,Immature,F,Jones Beach,Sunrise,439,64,97,16,0.25,0.164948454,0.659793814,Intermittent Resident,2,9,"Hempstead,McAllister,Rockaway,Atlantic Beach",4
2,elasmobranch,V13-1x,1516033,None,1825,BS,Winter Skate,0.84,Mature,M,East Hampton,Sunrise,24,1,508,1,1,0.001968504,0.001968504,Transient,1,11,Shinnecock,1
1,teleost,V13AP-1x,1521147,Acc&Press,365,NA,Striped Bass,0.555,NA,U,Shinnecock Bay,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V13AP-1x,1521148,Acc&Press,365,AN,Striped Bass,0.476,NA,U,Shinnecock Bay,Southfork,50,6,465,2,0.333333333,0.004301075,0.012903226,Transient,1,11,Kismet,1
2,teleost,V13AP-1x,1521149,Acc&Press,365,NA,Striped Bass,0.686,NA,U,Shinnecock Bay,Southfork,3,1,354,1,1,0.002824859,0.002824859,Transient,1,12,Rockaway,1
1,teleost,V13AP-1x,1521151,Acc&Press,365,LI,Striped Bass,0.68,NA,U,Shinnecock Canal,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1521157,Acc&Press,365,NA,Striped Bass,0.558,NA,U,Shinnecock Bay,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V13AP-1x,1521158,Acc&Press,365,NA,Striped Bass,0.6,NA,U,Shinnecock Bay,Southfork,2,1,465,1,1,0.002150538,0.002150538,Transient,1,11,Kismet,1
2,teleost,V13AP-1x,1521159,Acc&Press,365,AN,Striped Bass,0.525,NA,U,Shinnecock Bay,Southfork,21,162,465,4,0.024691358,0.008602151,0.348387097,Transient,1,12,"Kismet,Yellowbar,Rockaway",3
1,teleost,V13AP-1x,1521160,Acc&Press,365,AN,Striped Bass,0.702,NA,U,Shinnecock Bay,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V13AP-1x,1521161,Acc&Press,365,FL,Striped Bass,0.84,NA,U,Great South Bay,Southfork,2076,235,343,18,0.076595745,0.052478134,0.685131195,Intermittent Resident,11,11,"Yellowbar,Kismet",2
1,teleost,V13AP-1x,1521162,Acc&Press,365,NA,Striped Bass,0.6,NA,U,Shinnecock Bay,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1521163,Acc&Press,365,MM,Striped Bass,0.585,NA,U,Shinnecock Bay,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V13AP-1X,1521164,Acc&Press,365,FL,Striped Bass,1.046,NA,U,NA,Southfork,24,1,-15,1,1,-0.066666667,-0.066666667,Transient,1,11,Fire Island,1
1,teleost,V13AP-1X,1521165,Acc&Press,365,FL,Striped Bass,0.679,NA,U,Great South Bay,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1X,1521167,Acc&Press,365,FL,Striped Bass,1.136,NA,U,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1521168,Acc&Press,365,NA,Striped Bass,0.53,NA,U,Shinnecock Bay,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V13AP-1x,1521169,Acc&Press,365,AS,Striped Bass,0.595,NA,U,Rockaway,Southfork,2,1,337,1,1,0.002967359,0.002967359,Transient,1,11,Moriches,1
2,teleost,V13AP-1x,1521170,Acc&Press,365,AS,Striped Bass,0.696,NA,U,Rockaway,Southfork,25,1,337,1,1,0.002967359,0.002967359,Transient,1,11,Moriches,1
1,teleost,V13AP-1x,1521171,Acc&Press,365,NA,Striped Bass,0.68,NA,U,Shinnecock Bay,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1521172,Acc&Press,365,AN,Striped Bass,0.787,NA,U,Rockaway,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V13AP-1x,1521173,Acc&Press,365,KD,Striped Bass,0.6,NA,U,Shinnecock Bay,Southfork,14,2,465,2,1,0.004301075,0.004301075,Transient,2,11,"Yellowbar,Kismet",2
2,teleost,V13AP-1x,1521174,Acc&Press,365,JQ,Striped Bass,0.6,NA,U,Shinnecock Bay,Southfork,7,1,465,1,1,0.002150538,0.002150538,Transient,1,11,Kismet,1
1,teleost,V13AP-1x,1521175,Acc&Press,365,AN,Striped Bass,0.68,NA,U,Shinnecock Bay,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1521176,Acc&Press,365,JQ,Striped Bass,0.53,NA,U,Shinnecock Bay,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V13AP-1x,1521177,Acc&Press,365,MF,Striped Bass,0.926,NA,U,Great South Bay,Southfork,20,6,343,3,0.5,0.008746356,0.017492711,Transient,1,11,"Yellowbar,Kismet,Atlantic Beach",3
2,teleost,V13AP-1x,1521178,Acc&Press,365,MF,Striped Bass,1.165,NA,F,Great South Bay,Southfork,180,23,343,8,0.347826087,0.023323615,0.067055394,Transient,3,5,"Fire Island,Moriches,Shinnecock",3
1,teleost,V13AP-1x,1521180,Acc&Press,365,AN,Striped Bass,0.63,NA,U,Rockaway,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1521182,Acc&Press,365,BS,Striped Bass,0.54,NA,U,Shinnecock Canal,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1521183,Acc&Press,365,NA,Striped Bass,0.66,NA,U,Shinnecock Canal,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V13AP-1x,1521184,Acc&Press,365,KD,Striped Bass,0.6,NA,U,Shinnecock Canal,Southfork,10,1,471,1,1,0.002123142,0.002123142,Transient,1,11,Fire Island,1
1,teleost,V13AP-1x,1521185,Acc&Press,365,BP,Striped Bass,0.57,NA,U,Shinnecock Canal,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V13AP-1x,1521186,Acc&Press,365,NA,Striped Bass,0.495,NA,U,Shinnecock Canal,Southfork,13,2,471,2,1,0.004246285,0.004246285,Transient,2,11,"Kismet,Yellowbar",2
2,teleost,V13AP-1x,1521187,Acc&Press,365,LI,Striped Bass,0.665,NA,U,Shinnecock Canal,Southfork,42,10,471,2,0.2,0.004246285,0.021231423,Transient,1,12,Rockaway,1
1,teleost,V13AP-1x,1521188,Acc&Press,365,KD,Striped Bass,0.68,NA,U,Shinnecock Canal,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1521189,Acc&Press,365,BS,Striped Bass,0.498,NA,U,Shinnecock Canal,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1521190,Acc&Press,365,FL,Striped Bass,0.5,NA,U,Shinnecock Canal,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1521191,Acc&Press,365,KD,Striped Bass,0.58,NA,U,Shinnecock Canal,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V13AP-1x,1521192,Acc&Press,365,KD,Striped Bass,0.61,NA,U,Shinnecock Canal,Southfork,12,1,471,1,1,0.002123142,0.002123142,Transient,1,10,"Yellowbar,Kismet",2
1,teleost,V13AP-1x,1521193,Acc&Press,365,KD,Striped Bass,0.56,NA,U,Shinnecock Canal,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1521194,Acc&Press,365,FL,Striped Bass,0.636,NA,U,Shinnecock Canal,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1521195,Acc&Press,365,NA,Striped Bass,0.49,NA,U,Shinnecock Canal,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1521196,Acc&Press,365,NA,Striped Bass,0.68,NA,U,Shinnecock Canal,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1521197,Acc&Press,365,LA,Striped Bass,0.44,NA,U,Shinnecock Canal,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V13AP-1x,1521198,Acc&Press,365,NA,Striped Bass,0.46,NA,U,Shinnecock Canal,Southfork,28,231,471,3,0.012987013,0.006369427,0.49044586,Transient,1,12,"Yellowbar,Rockaway",2
2,teleost,V13AP-1x,1521199,Acc&Press,365,NA,Striped Bass,0.53,NA,U,Shinnecock Canal,Southfork,2,1,471,1,1,0.002123142,0.002123142,Transient,1,11,Yellowbar,1
1,teleost,V13AP-1x,1521200,Acc&Press,365,BS,Striped Bass,0.52,NA,U,Shinnecock Canal,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1521201,Acc&Press,365,KD,Striped Bass,0.555,NA,U,Shinnecock Canal,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1521202,Acc&Press,365,KD,Striped Bass,0.58,NA,U,Shinnecock Canal,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1521203,Acc&Press,365,NA,Striped Bass,0.51,NA,U,Shinnecock Canal,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V13AP-1x,1521204,Acc&Press,365,KD,Striped Bass,0.67,NA,U,Shinnecock Canal,Southfork,5,1,471,1,1,0.002123142,0.002123142,Transient,1,10,"Yellowbar,Kismet",2
1,teleost,V13AP-1x,1521205,Acc&Press,365,FL,Striped Bass,0.616,NA,U,Shinnecock Canal,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1521206,Acc&Press,365,KD,Striped Bass,0.535,NA,U,Shinnecock Canal,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V13AP-1x,1521207,Acc&Press,365,KD,Striped Bass,0.66,NA,U,Shinnecock Canal,Southfork,26,355,472,2,0.005633803,0.004237288,0.752118644,Intermittent Resident,1,10,"Yellowbar,Kismet,Atlantic Beach",3
1,teleost,V13AP-1x,1521208,Acc&Press,365,MF,Striped Bass,0.58,NA,U,Shinnecock Canal,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1521209,Acc&Press,365,KD,Striped Bass,0.6,NA,U,Shinnecock Canal,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1521210,Acc&Press,365,KD,Striped Bass,0.59,NA,U,Shinnecock Canal,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1521211,Acc&Press,365,KD,Striped Bass,0.69,NA,U,Shinnecock Canal,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V13AP-1x,1521212,Acc&Press,365,KD,Striped Bass,0.52,NA,U,Shinnecock Canal,Southfork,4,1,472,1,1,0.002118644,0.002118644,Transient,1,3,Atlantic Beach,1
2,teleost,V13AP-1x,1521213,Acc&Press,365,KD,Striped Bass,0.69,NA,U,Shinnecock Canal,Southfork,38,12,472,4,0.333333333,0.008474576,0.025423729,Transient,2,11,"Yellowbar,Kismet,McAllister",3
1,teleost,V13AP-1x,1521214,Acc&Press,365,KD,Striped Bass,0.72,NA,U,Shinnecock Canal,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V13AP-1x,1521215,Acc&Press,365,KD,Striped Bass,0.64,NA,U,Shinnecock Canal,Southfork,36,143,472,5,0.034965035,0.01059322,0.302966102,Transient,1,3,"Kismet,Yellowbar,Rockaway,Atlantic Beach",4
2,teleost,V13AP-1x,1521216,Acc&Press,365,KD,Striped Bass,0.55,NA,U,Shinnecock Canal,Southfork,2,1,472,1,1,0.002118644,0.002118644,Transient,1,11,Kismet,1
1,teleost,V13AP-1X,1521217,Acc&Press,365,MF,Striped Bass,1.03,NA,U,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V13AP-1x,1521218,Acc&Press,365,MF,Striped Bass,0.95,NA,U,Great South Bay,Southfork,62,27,364,6,0.222222222,0.016483516,0.074175824,Transient,2,11,"Kismet,Yellowbar,Atlantic Beach,McAllister,Hempstead",5
1,teleost,V13AP-1X,1521219,Acc&Press,365,FL,Striped Bass,0.869,NA,U,Great South Bay,Southfork,132,11,162,3,0.272727273,0.018518519,0.067901235,Transient,1,5,"Yellowbar,Kismet",2
1,teleost,V13AP-1x,1521220,Acc&Press,365,AN,Striped Bass,0.755,NA,U,Rockaway,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1521222,Acc&Press,365,AN,Striped Bass,0.662,NA,U,Rockaway,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1X,1521223,Acc&Press,365,NA,Striped Bass,0.735,NA,U,Jones Beach,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V13AP-1x,1521224,Acc&Press,365,AN,Striped Bass,0.787,NA,U,Rockaway,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V13AP-1x,1521225,Acc&Press,365,AN,Striped Bass,0.694,NA,U,Rockaway,Southfork,17,1,337,1,1,0.002967359,0.002967359,Transient,1,12,Rockaway,1
1,teleost,V13AP-1x,1521226,Acc&Press,365,AN,Striped Bass,0.859,NA,U,Rockaway,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V9-2X,1521227,None,895,MF,Summer Flounder,0.466,NA,U,Moriches Bay,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V9-2X,1521228,None,895,BS,Black Sea Bass,2.28,NA,U,Moriches Reef,Southfork,27060,23,410,23,1,0.056097561,0.056097561,Transient,23,9,Moriches,1
2,teleost,V9-2X,1521229,None,895,BS,Black Sea Bass,0.335,NA,U,Moriches Reef,Southfork,64781,277,410,39,0.140794224,0.095121951,0.675609756,Intermittent Resident,21,5,Moriches,1
2,teleost,V9-2X,1521230,None,895,BS,Black Sea Bass,0.29,NA,U,Moriches Reef,Southfork,385608,406,410,211,0.519704433,0.514634146,0.990243902,Resident,147,10,Moriches,1
2,teleost,V9-2X,1521231,None,895,BS,Black Sea Bass,0.265,NA,U,Moriches Reef,Southfork,127060,60,410,60,1,0.146341463,0.146341463,Transient,60,10,Moriches,1
2,teleost,V9-2X,1521232,None,895,BS,Black Sea Bass,0.25,NA,U,Moriches Reef,Southfork,53397,36,410,36,1,0.087804878,0.087804878,Transient,36,9,Moriches,1
2,teleost,V9-2X,1521233,None,895,KD,Black Sea Bass,0.265,NA,U,Moriches Reef,Southfork,229636,328,410,111,0.338414634,0.270731707,0.8,Intermittent Resident,63,6,Moriches,1
2,teleost,V9-2X,1521234,None,895,BS,Black Sea Bass,0.22,NA,U,Moriches Reef,Southfork,87873,103,410,91,0.883495146,0.22195122,0.251219512,Transient,44,9,"Moriches,Twelve Mile",2
2,teleost,V9-2X,1521235,None,895,BS,Summer Flounder,0.43,NA,U,NA,Southfork,14527,32,410,16,0.5,0.03902439,0.07804878,Transient,15,9,Moriches,1
2,teleost,V9-2X,1521236,None,895,BS,Summer Flounder,0.25,NA,U,Moriches Reef,Southfork,11652,11,410,11,1,0.026829268,0.026829268,Transient,11,9,Moriches,1
2,teleost,V9-2X,1521237,None,895,BS,Black Sea Bass,0.285,NA,U,Moriches Reef,Southfork,26515,25,410,25,1,0.06097561,0.06097561,Transient,25,9,Moriches,1
2,teleost,V9-2X,1521238,None,895,BS,Black Sea Bass,0.23,NA,U,Moriches Reef,Southfork,117832,276,410,46,0.166666667,0.112195122,0.673170732,Intermittent Resident,25,5,"Moriches,Shinnecock",2
2,teleost,V9-2X,1521239,None,895,KD,Black Sea Bass,0.22,NA,U,Shinnecock Bay,Southfork,16129,21,411,21,1,0.051094891,0.051094891,Transient,21,9,Shinnecock,1
1,teleost,V9-2X,1521240,None,895,AN,Summer Flounder,0.325,NA,U,Rockaway,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V9-2X,1521241,None,895,KD,Black Sea Bass,0.27,NA,U,Shinnecock Bay,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V9-2X,1521242,None,895,BS,Black Sea Bass,0.26,NA,U,NA,Southfork,23513,25,410,25,1,0.06097561,0.06097561,Transient,25,9,Moriches,1
2,teleost,V9-2X,1521243,None,895,BS,Black Sea Bass,0.37,NA,U,Moriches Reef,Southfork,35795,29,410,29,1,0.070731707,0.070731707,Transient,29,9,Moriches,1
2,teleost,V9-2X,1521244,None,895,BS,Black Sea Bass,0.24,NA,U,Moriches Reef,Southfork,217094,79,410,79,1,0.192682927,0.192682927,Transient,79,10,Moriches,1
2,teleost,V9-2X,1521245,None,895,KD,Black Sea Bass,0.27,NA,U,Moriches Reef,Southfork,29800,25,410,25,1,0.06097561,0.06097561,Transient,25,9,Moriches,1
2,teleost,V9-2X,1521246,None,895,KD,Black Sea Bass,0.225,NA,U,Moriches Reef,Southfork,9711,16,410,16,1,0.03902439,0.03902439,Transient,16,9,Moriches,1
1,teleost,V9-2X,1521247,None,895,MM,Summer Flounder,0.41,NA,U,NA,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V9-2X,1521248,None,895,KD,Summer Flounder,0.35,NA,U,Shinnecock Bay,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V9-2X,1521249,None,895,KD,Black Sea Bass,0.2,NA,U,Shinnecock Mile Bouy,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V9-2X,1521250,None,895,LI,Black Sea Bass,0.25,NA,U,Moriches Reef,Southfork,381971,443,410,441,0.995485327,1.075609756,1.080487805,Resident,327,9,Moriches,1
2,teleost,V9-2X,1521251,None,895,LI,Black Sea Bass,0.28,NA,U,Moriches Reef,Southfork,40762,34,410,34,1,0.082926829,0.082926829,Transient,34,9,Moriches,1
2,teleost,V9-2X,1521252,None,895,BS,Black Sea Bass,0.285,NA,U,Moriches Reef,Southfork,98049,311,410,64,0.205787781,0.156097561,0.758536585,Intermittent Resident,34,6,Moriches,1
2,teleost,V9-2X,1521253,None,895,LI,Black Sea Bass,0.27,NA,U,Moriches Reef,Southfork,170023,442,410,437,0.988687783,1.065853659,1.07804878,Resident,425,10,Moriches,1
2,teleost,V9-2X,1521254,None,895,BS,Black Sea Bass,0.27,NA,U,Moriches Reef,Southfork,290304,366,410,127,0.346994536,0.309756098,0.892682927,Intermittent Resident,112,7,Moriches,1
1,teleost,V9-2X,1521255,None,895,KD,Black Sea Bass,0.235,NA,U,Shinnecock Bay,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V9-2X,1521256,None,895,LI,Black Sea Bass,0.29,NA,U,Moriches Reef,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V9-2X,1521257,None,895,KD,Black Sea Bass,0.305,NA,U,Shinnecock Mile Bouy,Southfork,215,388,410,2,0.005154639,0.004878049,0.946341463,Intermittent Resident,1,10,Shinnecock,1
2,teleost,V9-2X,1521258,None,895,KD,Black Sea Bass,0.35,NA,U,Moriches Reef,Southfork,8289,11,410,11,1,0.026829268,0.026829268,Transient,11,9,Moriches,1
1,teleost,V9-2X,1521259,None,895,AS,Summer Flounder,0.395,NA,U,Rockaway,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V9-2X,1521262,None,895,KD,Black Sea Bass,0.34,NA,U,Shinnecock Bay,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V9-2X,1521263,None,895,KD,Black Sea Bass,0.39,NA,U,Shinnecock Bay,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
1,teleost,V9-2X,1521264,None,895,KD,Black Sea Bass,0.305,NA,U,Shinnecock Bay,Southfork,0,0,0,0,0,0,0,None,0,0,NA,0
2,teleost,V9-2X,1521265,None,895,BS,Summer Flounder,0.47,NA,U,Shinnecock Bay,Southfork,19,1,410,1,1,0.002439024,0.002439024,Transient,1,10,Twelve Mile,1
